a,b,n,rad_a,rad_b,rad_n,rad_product
1024,4913,5937,2,17,5937,201858
2816,3125,5941,22,5,5941,653510
841,5103,5944,29,21,1486,904974
2187,3757,5944,3,221,1486,985218
16,5929,5945,2,77,5945,915530
1849,4096,5945,43,2,5945,511270
625,5324,5949,5,22,1983,218130
361,5589,5950,19,69,1190,1560090
1,5951,5952,1,5951,186,1106886
121,5831,5952,11,119,186,243474
27,5929,5956,3,77,2978,687918
125,5832,5957,5,6,5957,178710
128,5831,5959,2,119,5959,1418242
1863,4096,5959,69,2,5959,822342
2187,3773,5960,3,77,1490,344190
32,5929,5961,2,77,5961,917994
847,5120,5967,77,10,663,510510
2842,3125,5967,406,5,663,1345890
1,5967,5968,1,663,746,494598
81,5887,5968,3,203,746,454314
343,5625,5968,7,15,746,78330
729,5239,5968,3,403,746,901914
2809,3159,5968,53,39,746,1541982
81,5888,5969,3,46,5969,823722
2000,3969,5969,10,21,5969,1253490
1875,4096,5971,15,2,5971,179130
8,5967,5975,2,663,1195,1584570
144,5831,5975,6,119,1195,853230
343,5632,5975,7,22,1195,184030
567,5408,5975,21,26,1195,652470
2816,3159,5975,22,39,1195,1025310
2888,3087,5975,38,21,1195,953610
1,5975,5976,1,1195,498,595110
729,5248,5977,3,82,5977,1470342
1369,4608,5977,37,6,5977,1326894
9,5975,5984,3,1195,374,1340790
125,5859,5984,5,651,374,1217370
1,5984,5985,1,374,1995,746130
64,5929,5993,2,77,5993,922922
1,5993,5994,1,5993,222,1330446
1,5999,6000,1,5999,30,179970
49,5951,6000,7,5951,30,1249710
169,5831,6000,13,119,30,46410
343,5657,6000,7,5657,30,1187970
671,5329,6000,671,73,30,1469490
1087,4913,6000,1087,17,30,554370
1331,4669,6000,11,4669,30,1540770
2197,3803,6000,13,3803,30,1483170
2401,3599,6000,7,3599,30,755790
169,5832,6001,13,6,6001,468078
625,5376,6001,5,42,6001,1260210
2401,3600,6001,7,30,6001,1260210
128,5875,6003,2,235,2001,940470
512,5491,6003,2,323,2001,1292646
2883,3125,6008,93,5,1502,698430
81,5929,6010,3,77,6010,1388310
125,5887,6012,5,203,1002,1017030
125,5888,6013,5,46,6013,1382990
2888,3125,6013,38,5,6013,1142470
1,6015,6016,1,6015,94,565410
49,5967,6016,7,663,94,436254
625,5391,6016,5,1797,94,844590
675,5341,6016,15,763,94,1075830
729,5287,6016,3,5287,94,1490934
841,5175,6016,29,345,94,940470
891,5125,6016,33,205,94,635910
975,5041,6016,195,71,94,1301430
1323,4693,6016,21,247,94,487578
1681,4335,6016,41,255,94,982770
2023,3993,6016,119,33,94,369138
2187,3829,6016,3,3829,94,1079778
2295,3721,6016,255,61,94,1462170
2535,3481,6016,195,59,94,1081470
2891,3125,6016,413,5,94,194110
392,5625,6017,14,15,6017,1263570
1215,4802,6017,15,14,6017,1263570
2048,3969,6017,2,21,6017,252714
243,5776,6019,3,38,6019,686166
1925,4096,6021,385,2,669,515130
2896,3125,6021,362,5,669,1210890
9,6016,6025,3,94,1205,339810
841,5184,6025,29,6,1205,209670
1408,4617,6025,22,57,1205,1511070
1536,4489,6025,6,67,1205,484410
2304,3721,6025,6,61,1205,441030
2187,3844,6031,3,62,6031,1121766
625,5408,6033,5,26,6033,784290
2048,3993,6041,2,33,6041,398706
2916,3125,6041,6,5,6041,181230
1,6047,6048,1,6047,42,253974
25,6023,6048,5,6023,42,1264830
125,5923,6048,5,5923,42,1243830
361,5687,6048,19,517,42,412566
625,5423,6048,5,5423,42,1138830
845,5203,6048,65,473,42,1291290
1135,4913,6048,1135,17,42,810390
2923,3125,6048,2923,5,42,613830
49,6000,6049,7,30,6049,1270290
1,6049,6050,1,6049,110,665390
2187,3863,6050,3,3863,110,1274790
1681,4374,6055,41,6,6055,1489530
128,5929,6057,2,77,2019,310926
169,5888,6057,13,46,2019,1207362
729,5329,6058,3,73,6058,1326702
512,5547,6059,2,129,6059,1563222
875,5184,6059,35,6,6059,1272390
2187,3872,6059,3,22,6059,399894
961,5103,6064,31,21,758,493458
1024,5041,6065,2,71,6065,861230
1152,4913,6065,6,17,6065,618630
1,6068,6069,1,3034,357,1083138
1973,4096,6069,1973,2,357,1408722
2197,3872,6069,13,22,357,102102
2560,3509,6069,10,319,357,1138830
2944,3125,6069,46,5,357,82110
1,6074,6075,1,6074,15,91110
4,6071,6075,2,6071,15,182130
8,6067,6075,2,6067,15,182010
16,6059,6075,2,6059,15,181770
32,6043,6075,2,6043,15,181290
49,6026,6075,7,6026,15,632730
64,6011,6075,2,6011,15,180330
121,5954,6075,11,5954,15,982410
128,5947,6075,2,5947,15,178410
169,5906,6075,13,5906,15,1151670
196,5879,6075,14,5879,15,1234590
256,5819,6075,2,253,15,7590
289,5786,6075,17,5786,15,1475430
343,5732,6075,7,2866,15,300930
392,5683,6075,14,5683,15,1193430
512,5563,6075,2,5563,15,166890
539,5536,6075,77,346,15,399630
571,5504,6075,571,86,15,736590
584,5491,6075,146,323,15,707370
587,5488,6075,587,14,15,123270
599,5476,6075,599,74,15,664890
667,5408,6075,667,26,15,260130
686,5389,6075,14,5389,15,1131690
746,5329,6075,746,73,15,816870
751,5324,6075,751,22,15,247830
784,5291,6075,14,5291,15,1111110
827,5248,6075,827,82,15,1017210
832,5243,6075,26,749,15,292110
872,5203,6075,218,473,15,1546710
896,5179,6075,14,5179,15,1087590
1024,5051,6075,2,5051,15,151530
1034,5041,6075,1034,71,15,1101210
1162,4913,6075,1162,17,15,296310
1211,4864,6075,1211,38,15,690270
1273,4802,6075,1273,14,15,267330
1331,4744,6075,11,1186,15,195690
1339,4736,6075,1339,74,15,1486290
1372,4703,6075,14,4703,15,987630
1408,4667,6075,22,4667,15,1540110
1451,4624,6075,1451,34,15,740010
1568,4507,6075,14,4507,15,946470
1586,4489,6075,1586,67,15,1593930
1616,4459,6075,202,91,15,275730
1681,4394,6075,41,26,15,15990
1723,4352,6075,1723,34,15,878730
1792,4283,6075,14,4283,15,899430
1843,4232,6075,1843,46,15,1271670
1936,4139,6075,22,4139,15,1365870
1979,4096,6075,1979,2,15,59370
2048,4027,6075,2,4027,15,120810
2057,4018,6075,187,574,15,1610070
2107,3968,6075,301,62,15,279930
2197,3878,6075,13,3878,15,756210
2203,3872,6075,2203,22,15,726990
2299,3776,6075,209,118,15,369930
2401,3674,6075,7,3674,15,385770
2491,3584,6075,2491,14,15,523110
2662,3413,6075,22,3413,15,1126290
2704,3371,6075,26,3371,15,1314690
2744,3331,6075,14,3331,15,699510
2747,3328,6075,2747,26,15,1071330
2816,3259,6075,22,3259,15,1075470
2864,3211,6075,358,247,15,1326390
2896,3179,6075,362,187,15,1015410
2939,3136,6075,2939,14,15,617190
1,6075,6076,1,15,434,6510
529,5547,6076,23,129,434,1287678
2809,3267,6076,53,33,434,759066
1,6079,6080,1,6079,190,1155010
8,6075,6083,2,15,6083,182490
1,6083,6084,1,6083,78,474474
1171,4913,6084,1171,17,78,1552746
1331,4753,6084,11,679,78,582582
1849,4235,6084,43,385,78,1291290
2209,3875,6084,47,155,78,568230
2959,3125,6084,2959,5,78,1154010
2197,3888,6085,13,6,6085,474630
256,5831,6087,2,119,6087,1448706
605,5488,6093,55,14,2031,1563870
1183,4913,6096,91,17,762,1178814
343,5760,6103,7,30,6103,1281630
1000,5103,6103,10,21,6103,1281630
1728,4375,6103,6,35,6103,1281630
729,5375,6104,3,215,1526,984270
32,6075,6107,2,15,6107,183210
2187,3920,6107,3,70,6107,1282470
1,6111,6112,1,2037,382,778134
225,5887,6112,15,203,382,1163190
361,5751,6112,19,213,382,1545954
2187,3925,6112,3,785,382,899610
3025,3087,6112,55,21,382,441210
2023,4096,6119,119,2,6119,1456322
2744,3375,6119,14,15,6119,1284990
49,6075,6124,7,15,3062,321510
1,6124,6125,1,3062,35,107170
4,6121,6125,2,6121,35,428470
8,6117,6125,2,6117,35,428190
9,6116,6125,3,3058,35,321090
16,6109,6125,2,6109,35,427630
27,6098,6125,3,6098,35,640290
32,6093,6125,2,2031,35,142170
36,6089,6125,6,6089,35,1278690
64,6061,6125,2,6061,35,424270
72,6053,6125,6,6053,35,1271130
81,6044,6125,3,3022,35,317310
108,6017,6125,6,6017,35,1263570
121,6004,6125,11,3002,35,1155770
128,5997,6125,2,5997,35,419790
144,5981,6125,6,5981,35,1256010
169,5956,6125,13,2978,35,1354990
216,5909,6125,6,5909,35,1240890
243,5882,6125,3,5882,35,617610
256,5869,6125,2,5869,35,410830
288,5837,6125,6,5837,35,1225770
324,5801,6125,6,5801,35,1218210
432,5693,6125,6,5693,35,1195530
507,5618,6125,39,106,35,144690
509,5616,6125,509,78,35,1389570
512,5613,6125,2,5613,35,392910
536,5589,6125,134,69,35,323610
576,5549,6125,6,5549,35,1165290
578,5547,6125,34,129,35,153510
621,5504,6125,69,86,35,207690
648,5477,6125,6,5477,35,1150170
717,5408,6125,717,26,35,652470
729,5396,6125,3,2698,35,283290
768,5357,6125,6,5357,35,1124970
796,5329,6125,398,73,35,1016890
801,5324,6125,267,22,35,205590
864,5261,6125,6,5261,35,1104810
941,5184,6125,941,6,35,197610
968,5157,6125,22,573,35,441210
972,5153,6125,6,5153,35,1082130
1024,5101,6125,2,5101,35,357070
1053,5072,6125,39,634,35,865410
1084,5041,6125,542,71,35,1346870
1152,4973,6125,6,4973,35,1044330
1184,4941,6125,74,183,35,473970
1212,4913,6125,606,17,35,360570
1224,4901,6125,102,377,35,1345890
1296,4829,6125,6,4829,35,1014090
1458,4667,6125,6,4667,35,980070
1508,4617,6125,754,57,35,1504230
1517,4608,6125,1517,6,35,318570
1536,4589,6125,6,4589,35,963690
1728,4397,6125,6,4397,35,923370
1731,4394,6125,1731,26,35,1575210
1751,4374,6125,1751,6,35,367710
1773,4352,6125,591,34,35,703290
1944,4181,6125,6,4181,35,878010
2029,4096,6125,2029,2,35,142030
2048,4077,6125,2,453,35,31710
2132,3993,6125,1066,33,35,1231230
2187,3938,6125,3,3938,35,413490
2197,3928,6125,13,982,35,446810
2237,3888,6125,2237,6,35,469770
2304,3821,6125,6,3821,35,802410
2349,3776,6125,87,118,35,359310
2368,3757,6125,74,221,35,572390
2592,3533,6125,6,3533,35,741930
2669,3456,6125,2669,6,35,560490
2916,3209,6125,6,3209,35,673890
3053,3072,6125,3053,6,35,641130
1024,5103,6127,2,21,6127,257334
1215,4913,6128,15,17,766,195330
1,6128,6129,1,766,681,521646
4,6125,6129,2,35,681,47670
49,6080,6129,7,190,681,905730
200,5929,6129,10,77,681,524370
529,5600,6129,23,70,681,1096410
625,5504,6129,5,86,681,292830
800,5329,6129,10,73,681,497130
1216,4913,6129,38,17,681,439926
1,6136,6137,1,1534,323,495482
8,6129,6137,2,681,323,439926
9,6128,6137,3,766,323,742254
25,6112,6137,5,382,323,616930
81,6056,6137,3,1514,323,1467066
121,6016,6137,11,94,323,333982
441,5696,6137,21,178,323,1207374
512,5625,6137,2,15,323,9690
729,5408,6137,3,26,323,25194
845,5292,6137,65,42,323,881790
1017,5120,6137,339,10,323,1094970
2041,4096,6137,2041,2,323,1318486
2144,3993,6137,134,33,323,1428306
2187,3950,6137,3,790,323,765510
2809,3328,6137,53,26,323,445094
2816,3321,6137,22,123,323,874038
1,6137,6138,1,323,2046,660858
1225,4913,6138,35,17,2046,1217370
64,6075,6139,2,15,6139,184170
16,6125,6141,2,35,6141,429870
1,6143,6144,1,6143,6,36858
25,6119,6144,5,6119,6,183570
49,6095,6144,7,6095,6,255990
121,6023,6144,11,6023,6,397518
125,6019,6144,5,6019,6,180570
169,5975,6144,13,1195,6,93210
289,5855,6144,17,5855,6,597210
343,5801,6144,7,5801,6,243642
361,5783,6144,19,5783,6,659262
529,5615,6144,23,5615,6,774870
625,5519,6144,5,5519,6,165570
653,5491,6144,653,323,6,1265514
769,5375,6144,769,215,6,992010
815,5329,6144,815,73,6,356970
841,5303,6144,29,5303,6,922722
875,5269,6144,35,5269,6,1106490
961,5183,6144,31,5183,6,964038
1019,5125,6144,1019,205,6,1253370
1103,5041,6144,1103,71,6,469878
1183,4961,6144,91,451,6,246246
1225,4919,6144,35,4919,6,1032990
1231,4913,6144,1231,17,6,125562
1331,4813,6144,11,4813,6,317658
1339,4805,6144,1339,155,6,1245270
1369,4775,6144,37,955,6,212010
1375,4769,6144,55,4769,6,1573770
1519,4625,6144,217,185,6,240870
1655,4489,6144,1655,67,6,665310
1681,4463,6144,41,4463,6,1097898
1685,4459,6144,1685,91,6,920010
1715,4429,6144,35,4429,6,930090
1769,4375,6144,1769,35,6,371490
1849,4295,6144,43,4295,6,1108110
1919,4225,6144,1919,65,6,748410
2197,3947,6144,13,3947,6,307866
2209,3935,6144,47,3935,6,1109670
2371,3773,6144,2371,77,6,1095402
2401,3743,6144,7,3743,6,157206
2423,3721,6144,2423,61,6,886818
2663,3481,6144,2663,59,6,942702
2809,3335,6144,53,3335,6,1060530
3019,3125,6144,3019,5,6,90570
3025,3119,6144,55,3119,6,1029270
961,5184,6145,31,6,6145,1142970
1029,5120,6149,21,10,6149,1291290
3024,3125,6149,42,5,6149,1291290
27,6125,6152,3,35,1538,161490
2048,4107,6155,2,111,6155,1366410
2187,3968,6155,3,62,6155,1144830
1,6155,6156,1,6155,114,701670
1331,4825,6156,11,965,114,1210110
32,6125,6157,2,35,6157,430990
36,6125,6161,6,35,6161,1293810
841,5324,6165,29,22,2055,1311090
25,6144,6169,5,6,6169,185070
1024,5145,6169,2,105,6169,1295490
256,5915,6171,2,455,561,510510
1369,4802,6171,37,14,561,290598
2075,4096,6171,415,2,561,465630
243,5929,6172,3,77,3086,712866
1,6173,6174,1,6173,42,259266
25,6149,6174,5,6149,42,1291290
125,6049,6174,5,6049,42,1270290
625,5549,6174,5,5549,42,1165290
845,5329,6174,65,73,42,199290
1261,4913,6174,1261,17,42,900354
1369,4805,6174,37,155,42,240870
1849,4325,6174,43,865,42,1562190
2299,3875,6174,209,155,42,1360590
3049,3125,6174,3049,5,42,640290
1,6174,6175,1,42,1235,51870
4,6171,6175,2,561,1235,1385670
288,5887,6175,6,203,1235,1504230
343,5832,6175,7,6,1235,51870
2079,4096,6175,231,2,1235,570570
1,6175,6176,1,1235,386,476710
289,5887,6176,17,203,386,1332086
3051,3125,6176,339,5,386,654270
2048,4131,6179,2,51,6179,630258
1183,5000,6183,91,10,687,625170
1,6183,6184,1,687,1546,1062102
2809,3375,6184,53,15,1546,1229070
256,5929,6185,2,77,6185,952490
2187,4000,6187,3,10,6187,185610
64,6125,6189,2,35,6189,433230
1,6191,6192,1,6191,258,1597278
361,5831,6192,19,119,258,583338
49,6144,6193,7,6,6193,260106
361,5832,6193,19,6,6193,706002
1280,4913,6193,10,17,6193,1052810
121,6075,6196,11,15,3098,511170
1,6200,6201,1,310,2067,640770
64,6137,6201,2,323,2067,1335282
729,5476,6205,3,74,6205,1377510
81,6125,6206,3,35,6206,651630
1,6207,6208,1,6207,194,1204158
25,6183,6208,5,687,194,666390
2401,3807,6208,7,141,194,191478
1296,4913,6209,6,17,6209,633318
3087,3125,6212,21,5,3106,326130
256,5967,6223,2,663,889,1178814
1849,4374,6223,43,6,889,229362
2048,4175,6223,2,835,889,1484630
1,6223,6224,1,889,778,691642
1849,4375,6224,43,35,778,1170890
1,6224,6225,1,778,1245,968610
896,5329,6225,14,73,1245,1272390
2744,3481,6225,14,59,1245,1028370
108,6125,6233,6,35,6233,1308930
729,5504,6233,3,86,6233,1608114
1323,4913,6236,21,17,3118,1113126
1,6236,6237,1,3118,231,720258
100,6137,6237,10,323,231,746130
125,6112,6237,5,382,231,441210
512,5725,6237,2,1145,231,528990
2141,4096,6237,2141,2,231,989142
3112,3125,6237,778,5,231,898590
1,6240,6241,1,390,79,30810
4,6237,6241,2,231,79,36498
8,6233,6241,2,6233,79,984814
9,6232,6241,3,1558,79,369246
16,6225,6241,2,1245,79,196710
25,6216,6241,5,1554,79,613830
27,6214,6241,3,6214,79,1472718
32,6209,6241,2,6209,79,981022
49,6192,6241,7,258,79,142674
64,6177,6241,2,6177,79,975966
81,6160,6241,3,770,79,182490
121,6120,6241,11,510,79,443190
125,6116,6241,5,3058,79,1207910
128,6113,6241,2,6113,79,965854
169,6072,6241,13,1518,79,1558986
216,6025,6241,6,1205,79,571170
225,6016,6241,15,94,79,111390
243,5998,6241,3,5998,79,1421526
256,5985,6241,2,1995,79,315210
289,5952,6241,17,186,79,249798
361,5880,6241,19,210,79,315210
400,5841,6241,10,1947,79,1538130
441,5800,6241,21,290,79,481110
512,5729,6241,2,5729,79,905182
529,5712,6241,23,714,79,1297338
609,5632,6241,609,22,79,1058442
616,5625,6241,154,15,79,182490
625,5616,6241,5,78,79,30810
675,5566,6241,15,506,79,599610
704,5537,6241,22,791,79,1374758
729,5512,6241,3,1378,79,326586
750,5491,6241,30,323,79,765510
753,5488,6241,753,14,79,832818
765,5476,6241,255,74,79,1490730
833,5408,6241,119,26,79,244426
841,5400,6241,29,30,79,68730
912,5329,6241,114,73,79,657438
917,5324,6241,917,22,79,1593746
961,5280,6241,31,330,79,808170
1024,5217,6241,2,5217,79,824286
1057,5184,6241,1057,6,79,501018
1089,5152,6241,33,322,79,839454
1121,5120,6241,1121,10,79,885590
1200,5041,6241,30,71,79,168270
1241,5000,6241,1241,10,79,980390
1280,4961,6241,10,451,79,356290
1328,4913,6241,166,17,79,222938
1377,4864,6241,51,38,79,153102
1408,4833,6241,22,537,79,933306
1439,4802,6241,1439,14,79,1591534
1617,4624,6241,231,34,79,620466
1633,4608,6241,1633,6,79,774042
1764,4477,6241,42,407,79,1350426
1782,4459,6241,66,91,79,474474
1849,4392,6241,43,366,79,1243302
1867,4374,6241,1867,6,79,884958
2009,4232,6241,287,46,79,1042958
2016,4225,6241,42,65,79,215670
2025,4216,6241,15,1054,79,1248990
2048,4193,6241,2,4193,79,662494
2116,4125,6241,46,165,79,599610
2125,4116,6241,85,42,79,282030
2145,4096,6241,2145,2,79,338910
2187,4054,6241,3,4054,79,960798
2209,4032,6241,47,42,79,155946
2241,4000,6241,249,10,79,196710
2248,3993,6241,562,33,79,1465134
2272,3969,6241,142,21,79,235578
2353,3888,6241,2353,6,79,1115322
2401,3840,6241,7,30,79,16590
2520,3721,6241,210,61,79,1011990
2560,3681,6241,10,1227,79,969330
2596,3645,6241,1298,15,79,1538130
2673,3568,6241,33,446,79,1162722
2704,3537,6241,26,393,79,807222
2785,3456,6241,2785,6,79,1320090
2816,3425,6241,22,685,79,1190530
2916,3325,6241,6,665,79,315210
3072,3169,6241,6,3169,79,1502106
3105,3136,6241,345,14,79,381570
3116,3125,6241,1558,5,79,615410
169,6075,6244,13,15,3122,608790
1331,4913,6244,11,17,3122,583814
4,6241,6245,2,79,6245,986710
121,6125,6246,11,35,2082,801570
8,6241,6249,2,79,6249,987342
1,6249,6250,1,6249,10,62490
9,6241,6250,3,79,10,2370
27,6223,6250,3,889,10,26670
49,6201,6250,7,2067,10,144690
81,6169,6250,3,6169,10,185070
121,6129,6250,11,681,10,74910
169,6081,6250,13,6081,10,790530
243,6007,6250,3,6007,10,180210
289,5961,6250,17,5961,10,1013370
343,5907,6250,7,5907,10,413490
361,5889,6250,19,5889,10,1118910
441,5809,6250,21,5809,10,1219890
517,5733,6250,517,273,10,1411410
529,5721,6250,23,5721,10,1315830
567,5683,6250,21,5683,10,1193430
661,5589,6250,661,69,10,456090
703,5547,6250,703,129,10,906870
729,5521,6250,3,5521,10,165630
841,5409,6250,29,1803,10,522870
921,5329,6250,921,73,10,672330
931,5319,6250,133,591,10,786030
1029,5221,6250,21,5221,10,1096410
1147,5103,6250,1147,21,10,240870
1183,5067,6250,91,1689,10,1536990
1207,5043,6250,1207,123,10,1484610
1209,5041,6250,1209,71,10,858390
1323,4927,6250,21,4927,10,1034670
1331,4919,6250,11,4919,10,541090
1337,4913,6250,1337,17,10,227290
1489,4761,6250,1489,69,10,1027410
1557,4693,6250,519,247,10,1281930
1633,4617,6250,1633,57,10,930810
1687,4563,6250,1687,39,10,657930
1701,4549,6250,21,4549,10,955290
1761,4489,6250,1761,67,10,1179870
1791,4459,6250,597,91,10,543270
1849,4401,6250,43,489,10,210270
2119,4131,6250,2119,51,10,1080690
2187,4063,6250,3,4063,10,121890
2197,4053,6250,13,4053,10,526890
2209,4041,6250,47,1347,10,633090
2257,3993,6250,2257,33,10,744810
2281,3969,6250,2281,21,10,479010
2401,3849,6250,7,3849,10,269430
2499,3751,6250,357,341,10,1217370
2529,3721,6250,843,61,10,514230
2547,3703,6250,849,161,10,1366890
2673,3577,6250,33,511,10,168630
2983,3267,6250,2983,33,10,984390
3087,3163,6250,21,3163,10,664230
3091,3159,6250,3091,39,10,1205490
1,6252,6253,1,3126,481,1503606
16,6237,6253,2,231,481,222222
128,6125,6253,2,35,481,33670
324,5929,6253,6,77,481,222222
621,5632,6253,69,22,481,730158
961,5292,6253,31,42,481,626262
1764,4489,6253,42,67,481,1353534
2048,4205,6253,2,145,481,139490
343,5913,6256,7,219,782,1198806
1215,5041,6256,15,71,782,832830
9,6250,6259,3,10,6259,187770
3125,3136,6261,5,14,6261,438270
1,6263,6264,1,6263,174,1089762
1805,4459,6264,95,91,174,1504230
2197,4067,6264,13,581,174,1314222
121,6144,6265,11,6,6265,413490
27,6241,6268,3,79,3134,742758
1,6271,6272,1,6271,14,87794
9,6263,6272,3,6263,14,263046
25,6247,6272,5,6247,14,437290
27,6245,6272,3,6245,14,262290
81,6191,6272,3,6191,14,260022
121,6151,6272,11,6151,14,947254
125,6147,6272,5,2049,14,143430
169,6103,6272,13,6103,14,1110746
225,6047,6272,15,6047,14,1269870
243,6029,6272,3,6029,14,253218
289,5983,6272,17,5983,14,1423954
361,5911,6272,19,5911,14,1572326
521,5751,6272,521,213,14,1553622
575,5697,6272,115,633,14,1019130
585,5687,6272,195,517,14,1411410
625,5647,6272,5,5647,14,395290
647,5625,6272,647,15,14,135870
675,5597,6272,15,5597,14,1175370
683,5589,6272,683,69,14,659778
725,5547,6272,145,129,14,261870
729,5543,6272,3,5543,14,232806
845,5427,6272,65,201,14,182910
943,5329,6272,943,73,14,963746
1125,5147,6272,15,5147,14,1080870
1215,5057,6272,15,5057,14,1061970
1231,5041,6272,1231,71,14,1223614
1331,4941,6272,11,183,14,28182
1359,4913,6272,453,17,14,107814
1467,4805,6272,489,155,14,1061130
1511,4761,6272,1511,69,14,1459626
1647,4625,6272,183,185,14,473970
1655,4617,6272,1655,57,14,1320690
1709,4563,6272,1709,39,14,933114
1875,4397,6272,15,4397,14,923370
