d,r,t,e1,a,b,n,defect1,s,u,e2,c,f,m,defect2,D,role_bound,correspondence_bound
468,89,13,36,1,512,513,89,109,13,36,1,512,513,109,55917,512,19402
468,97,13,36,1,512,513,97,109,13,36,1,512,513,109,55917,512,21146
468,101,13,36,1,512,513,101,109,13,36,1,512,513,109,55917,512,22018
468,103,13,36,1,512,513,103,109,13,36,1,512,513,109,55917,512,22454
468,107,13,36,1,512,513,107,109,13,36,1,512,513,109,55917,512,23326
468,6,6,78,1,675,676,1,83,6,78,1,675,676,83,56108,675,996
468,13,13,36,1,512,513,1,113,13,36,1,512,513,113,57969,512,2938
468,41,13,36,1,512,513,41,113,13,36,1,512,513,113,57969,512,9266
468,43,13,36,1,512,513,43,113,13,36,1,512,513,113,57969,512,9718
468,47,13,36,1,512,513,47,113,13,36,1,512,513,113,57969,512,10622
468,53,13,36,1,512,513,53,113,13,36,1,512,513,113,57969,512,11978
468,59,13,36,1,512,513,59,113,13,36,1,512,513,113,57969,512,13334
468,61,13,36,1,512,513,61,113,13,36,1,512,513,113,57969,512,13786
468,67,13,36,1,512,513,67,113,13,36,1,512,513,113,57969,512,15142
468,71,13,36,1,512,513,71,113,13,36,1,512,513,113,57969,512,16046
468,73,13,36,1,512,513,73,113,13,36,1,512,513,113,57969,512,16498
468,79,13,36,1,512,513,79,113,13,36,1,512,513,113,57969,512,17854
468,83,13,36,1,512,513,83,113,13,36,1,512,513,113,57969,512,18758
468,89,13,36,1,512,513,89,113,13,36,1,512,513,113,57969,512,20114
468,97,13,36,1,512,513,97,113,13,36,1,512,513,113,57969,512,21922
468,101,13,36,1,512,513,101,113,13,36,1,512,513,113,57969,512,22826
468,103,13,36,1,512,513,103,113,13,36,1,512,513,113,57969,512,23278
468,107,13,36,1,512,513,107,113,13,36,1,512,513,113,57969,512,24182
468,109,13,36,1,512,513,109,113,13,36,1,512,513,113,57969,512,24634
468,6,6,78,1,675,676,1,89,6,78,1,675,676,89,60164,675,1068
468,83,6,78,1,675,676,83,89,6,78,1,675,676,89,60164,675,14774
468,6,6,78,1,624,625,1,97,6,78,1,624,625,97,60625,624,1164
468,83,6,78,1,624,625,83,97,6,78,1,624,625,97,60625,624,16102
468,89,6,78,1,624,625,89,97,6,78,1,624,625,97,60625,624,17266
468,6,6,78,1,624,625,1,101,6,78,1,624,625,101,63125,624,1212
468,83,6,78,1,624,625,83,101,6,78,1,624,625,101,63125,624,16766
468,89,6,78,1,624,625,89,101,6,78,1,624,625,101,63125,624,17978
468,97,6,78,1,624,625,97,101,6,78,1,624,625,101,63125,624,19594
468,6,6,78,1,624,625,1,103,6,78,1,624,625,103,64375,624,1236
468,83,6,78,1,624,625,83,103,6,78,1,624,625,103,64375,624,17098
468,89,6,78,1,624,625,89,103,6,78,1,624,625,103,64375,624,18334
468,97,6,78,1,624,625,97,103,6,78,1,624,625,103,64375,624,19982
468,101,6,78,1,624,625,101,103,6,78,1,624,625,103,64375,624,20806
468,13,13,36,1,512,513,1,127,13,36,1,512,513,127,65151,512,3302
468,41,13,36,1,512,513,41,127,13,36,1,512,513,127,65151,512,10414
468,43,13,36,1,512,513,43,127,13,36,1,512,513,127,65151,512,10922
468,47,13,36,1,512,513,47,127,13,36,1,512,513,127,65151,512,11938
468,53,13,36,1,512,513,53,127,13,36,1,512,513,127,65151,512,13462
468,59,13,36,1,512,513,59,127,13,36,1,512,513,127,65151,512,14986
468,61,13,36,1,512,513,61,127,13,36,1,512,513,127,65151,512,15494
468,67,13,36,1,512,513,67,127,13,36,1,512,513,127,65151,512,17018
468,71,13,36,1,512,513,71,127,13,36,1,512,513,127,65151,512,18034
468,73,13,36,1,512,513,73,127,13,36,1,512,513,127,65151,512,18542
468,79,13,36,1,512,513,79,127,13,36,1,512,513,127,65151,512,20066
468,83,13,36,1,512,513,83,127,13,36,1,512,513,127,65151,512,21082
468,89,13,36,1,512,513,89,127,13,36,1,512,513,127,65151,512,22606
468,97,13,36,1,512,513,97,127,13,36,1,512,513,127,65151,512,24638
468,101,13,36,1,512,513,101,127,13,36,1,512,513,127,65151,512,25654
468,103,13,36,1,512,513,103,127,13,36,1,512,513,127,65151,512,26162
468,107,13,36,1,512,513,107,127,13,36,1,512,513,127,65151,512,27178
468,109,13,36,1,512,513,109,127,13,36,1,512,513,127,65151,512,27686
468,113,13,36,1,512,513,113,127,13,36,1,512,513,127,65151,512,28702
480,8,8,60,1,960,961,1,67,8,60,1,960,961,67,64387,960,1072
504,14,14,36,1,512,513,1,41,14,36,1,512,513,41,21033,512,1148
504,14,14,36,1,512,513,1,43,14,36,1,512,513,43,22059,512,1204
504,41,14,36,1,512,513,41,43,14,36,1,512,513,43,22059,512,3526
504,14,14,36,1,512,513,1,47,14,36,1,512,513,47,24111,512,1316
504,41,14,36,1,512,513,41,47,14,36,1,512,513,47,24111,512,3854
504,43,14,36,1,512,513,43,47,14,36,1,512,513,47,24111,512,4042
504,14,14,36,1,512,513,1,53,14,36,1,512,513,53,27189,512,1484
504,41,14,36,1,512,513,41,53,14,36,1,512,513,53,27189,512,4346
504,43,14,36,1,512,513,43,53,14,36,1,512,513,53,27189,512,4558
504,47,14,36,1,512,513,47,53,14,36,1,512,513,53,27189,512,4982
504,14,14,36,1,512,513,1,59,14,36,1,512,513,59,30267,512,1652
504,41,14,36,1,512,513,41,59,14,36,1,512,513,59,30267,512,4838
504,43,14,36,1,512,513,43,59,14,36,1,512,513,59,30267,512,5074
504,47,14,36,1,512,513,47,59,14,36,1,512,513,59,30267,512,5546
504,53,14,36,1,512,513,53,59,14,36,1,512,513,59,30267,512,6254
504,14,14,36,1,512,513,1,61,14,36,1,512,513,61,31293,512,1708
504,41,14,36,1,512,513,41,61,14,36,1,512,513,61,31293,512,5002
504,43,14,36,1,512,513,43,61,14,36,1,512,513,61,31293,512,5246
504,47,14,36,1,512,513,47,61,14,36,1,512,513,61,31293,512,5734
504,53,14,36,1,512,513,53,61,14,36,1,512,513,61,31293,512,6466
504,59,14,36,1,512,513,59,61,14,36,1,512,513,61,31293,512,7198
504,14,14,36,1,512,513,1,67,14,36,1,512,513,67,34371,512,1876
504,41,14,36,1,512,513,41,67,14,36,1,512,513,67,34371,512,5494
504,43,14,36,1,512,513,43,67,14,36,1,512,513,67,34371,512,5762
504,47,14,36,1,512,513,47,67,14,36,1,512,513,67,34371,512,6298
504,53,14,36,1,512,513,53,67,14,36,1,512,513,67,34371,512,7102
504,59,14,36,1,512,513,59,67,14,36,1,512,513,67,34371,512,7906
504,61,14,36,1,512,513,61,67,14,36,1,512,513,67,34371,512,8174
504,14,14,36,1,512,513,1,71,14,36,1,512,513,71,36423,512,1988
504,41,14,36,1,512,513,41,71,14,36,1,512,513,71,36423,512,5822
504,43,14,36,1,512,513,43,71,14,36,1,512,513,71,36423,512,6106
504,47,14,36,1,512,513,47,71,14,36,1,512,513,71,36423,512,6674
504,53,14,36,1,512,513,53,71,14,36,1,512,513,71,36423,512,7526
504,59,14,36,1,512,513,59,71,14,36,1,512,513,71,36423,512,8378
504,61,14,36,1,512,513,61,71,14,36,1,512,513,71,36423,512,8662
504,67,14,36,1,512,513,67,71,14,36,1,512,513,71,36423,512,9514
504,14,14,36,1,512,513,1,73,14,36,1,512,513,73,37449,512,2044
504,41,14,36,1,512,513,41,73,14,36,1,512,513,73,37449,512,5986
504,43,14,36,1,512,513,43,73,14,36,1,512,513,73,37449,512,6278
504,47,14,36,1,512,513,47,73,14,36,1,512,513,73,37449,512,6862
504,53,14,36,1,512,513,53,73,14,36,1,512,513,73,37449,512,7738
504,59,14,36,1,512,513,59,73,14,36,1,512,513,73,37449,512,8614
504,61,14,36,1,512,513,61,73,14,36,1,512,513,73,37449,512,8906
504,67,14,36,1,512,513,67,73,14,36,1,512,513,73,37449,512,9782
504,71,14,36,1,512,513,71,73,14,36,1,512,513,73,37449,512,10366
504,14,14,36,1,512,513,1,79,14,36,1,512,513,79,40527,512,2212
504,41,14,36,1,512,513,41,79,14,36,1,512,513,79,40527,512,6478
504,43,14,36,1,512,513,43,79,14,36,1,512,513,79,40527,512,6794
504,47,14,36,1,512,513,47,79,14,36,1,512,513,79,40527,512,7426
504,53,14,36,1,512,513,53,79,14,36,1,512,513,79,40527,512,8374
504,59,14,36,1,512,513,59,79,14,36,1,512,513,79,40527,512,9322
504,61,14,36,1,512,513,61,79,14,36,1,512,513,79,40527,512,9638
504,67,14,36,1,512,513,67,79,14,36,1,512,513,79,40527,512,10586
504,71,14,36,1,512,513,71,79,14,36,1,512,513,79,40527,512,11218
504,73,14,36,1,512,513,73,79,14,36,1,512,513,79,40527,512,11534
504,43,14,36,1,512,513,43,82,14,36,1,512,513,41,42066,512,7052
504,47,14,36,1,512,513,47,82,14,36,1,512,513,41,42066,512,7708
504,53,14,36,1,512,513,53,82,14,36,1,512,513,41,42066,512,8692
504,59,14,36,1,512,513,59,82,14,36,1,512,513,41,42066,512,9676
504,61,14,36,1,512,513,61,82,14,36,1,512,513,41,42066,512,10004
504,67,14,36,1,512,513,67,82,14,36,1,512,513,41,42066,512,10988
504,71,14,36,1,512,513,71,82,14,36,1,512,513,41,42066,512,11644
504,73,14,36,1,512,513,73,82,14,36,1,512,513,41,42066,512,11972
504,79,14,36,1,512,513,79,82,14,36,1,512,513,41,42066,512,12956
504,14,14,36,1,512,513,1,83,14,36,1,512,513,83,42579,512,2324
504,41,14,36,1,512,513,41,83,14,36,1,512,513,83,42579,512,6806
504,43,14,36,1,512,513,43,83,14,36,1,512,513,83,42579,512,7138
504,47,14,36,1,512,513,47,83,14,36,1,512,513,83,42579,512,7802
504,53,14,36,1,512,513,53,83,14,36,1,512,513,83,42579,512,8798
504,59,14,36,1,512,513,59,83,14,36,1,512,513,83,42579,512,9794
504,61,14,36,1,512,513,61,83,14,36,1,512,513,83,42579,512,10126
504,67,14,36,1,512,513,67,83,14,36,1,512,513,83,42579,512,11122
504,71,14,36,1,512,513,71,83,14,36,1,512,513,83,42579,512,11786
504,73,14,36,1,512,513,73,83,14,36,1,512,513,83,42579,512,12118
504,79,14,36,1,512,513,79,83,14,36,1,512,513,83,42579,512,13114
504,82,14,36,1,512,513,41,83,14,36,1,512,513,83,42579,512,13612
504,41,14,36,1,512,513,41,86,14,36,1,512,513,43,44118,512,7052
504,47,14,36,1,512,513,47,86,14,36,1,512,513,43,44118,512,8084
504,53,14,36,1,512,513,53,86,14,36,1,512,513,43,44118,512,9116
504,59,14,36,1,512,513,59,86,14,36,1,512,513,43,44118,512,10148
504,61,14,36,1,512,513,61,86,14,36,1,512,513,43,44118,512,10492
504,67,14,36,1,512,513,67,86,14,36,1,512,513,43,44118,512,11524
504,71,14,36,1,512,513,71,86,14,36,1,512,513,43,44118,512,12212
504,73,14,36,1,512,513,73,86,14,36,1,512,513,43,44118,512,12556
504,79,14,36,1,512,513,79,86,14,36,1,512,513,43,44118,512,13588
504,83,14,36,1,512,513,83,86,14,36,1,512,513,43,44118,512,14276
504,14,14,36,1,512,513,1,89,14,36,1,512,513,89,45657,512,2492
504,41,14,36,1,512,513,41,89,14,36,1,512,513,89,45657,512,7298
504,43,14,36,1,512,513,43,89,14,36,1,512,513,89,45657,512,7654
504,47,14,36,1,512,513,47,89,14,36,1,512,513,89,45657,512,8366
504,53,14,36,1,512,513,53,89,14,36,1,512,513,89,45657,512,9434
504,59,14,36,1,512,513,59,89,14,36,1,512,513,89,45657,512,10502
504,61,14,36,1,512,513,61,89,14,36,1,512,513,89,45657,512,10858
504,67,14,36,1,512,513,67,89,14,36,1,512,513,89,45657,512,11926
504,71,14,36,1,512,513,71,89,14,36,1,512,513,89,45657,512,12638
504,73,14,36,1,512,513,73,89,14,36,1,512,513,89,45657,512,12994
504,79,14,36,1,512,513,79,89,14,36,1,512,513,89,45657,512,14062
504,82,14,36,1,512,513,41,89,14,36,1,512,513,89,45657,512,14596
504,83,14,36,1,512,513,83,89,14,36,1,512,513,89,45657,512,14774
504,86,14,36,1,512,513,43,89,14,36,1,512,513,89,45657,512,15308
504,41,14,36,1,512,513,41,94,14,36,1,512,513,47,48222,512,7708
504,43,14,36,1,512,513,43,94,14,36,1,512,513,47,48222,512,8084
504,53,14,36,1,512,513,53,94,14,36,1,512,513,47,48222,512,9964
504,59,14,36,1,512,513,59,94,14,36,1,512,513,47,48222,512,11092
504,61,14,36,1,512,513,61,94,14,36,1,512,513,47,48222,512,11468
504,67,14,36,1,512,513,67,94,14,36,1,512,513,47,48222,512,12596
504,71,14,36,1,512,513,71,94,14,36,1,512,513,47,48222,512,13348
504,73,14,36,1,512,513,73,94,14,36,1,512,513,47,48222,512,13724
504,79,14,36,1,512,513,79,94,14,36,1,512,513,47,48222,512,14852
504,83,14,36,1,512,513,83,94,14,36,1,512,513,47,48222,512,15604
504,89,14,36,1,512,513,89,94,14,36,1,512,513,47,48222,512,16732
504,14,14,36,1,512,513,1,97,14,36,1,512,513,97,49761,512,2716
504,41,14,36,1,512,513,41,97,14,36,1,512,513,97,49761,512,7954
504,43,14,36,1,512,513,43,97,14,36,1,512,513,97,49761,512,8342
504,47,14,36,1,512,513,47,97,14,36,1,512,513,97,49761,512,9118
504,53,14,36,1,512,513,53,97,14,36,1,512,513,97,49761,512,10282
504,59,14,36,1,512,513,59,97,14,36,1,512,513,97,49761,512,11446
504,61,14,36,1,512,513,61,97,14,36,1,512,513,97,49761,512,11834
504,67,14,36,1,512,513,67,97,14,36,1,512,513,97,49761,512,12998
504,71,14,36,1,512,513,71,97,14,36,1,512,513,97,49761,512,13774
504,73,14,36,1,512,513,73,97,14,36,1,512,513,97,49761,512,14162
504,79,14,36,1,512,513,79,97,14,36,1,512,513,97,49761,512,15326
504,82,14,36,1,512,513,41,97,14,36,1,512,513,97,49761,512,15908
504,83,14,36,1,512,513,83,97,14,36,1,512,513,97,49761,512,16102
504,86,14,36,1,512,513,43,97,14,36,1,512,513,97,49761,512,16684
504,89,14,36,1,512,513,89,97,14,36,1,512,513,97,49761,512,17266
504,94,14,36,1,512,513,47,97,14,36,1,512,513,97,49761,512,18236
504,14,14,36,1,512,513,1,101,14,36,1,512,513,101,51813,512,2828
504,41,14,36,1,512,513,41,101,14,36,1,512,513,101,51813,512,8282
504,43,14,36,1,512,513,43,101,14,36,1,512,513,101,51813,512,8686
504,47,14,36,1,512,513,47,101,14,36,1,512,513,101,51813,512,9494
504,53,14,36,1,512,513,53,101,14,36,1,512,513,101,51813,512,10706
504,59,14,36,1,512,513,59,101,14,36,1,512,513,101,51813,512,11918
504,61,14,36,1,512,513,61,101,14,36,1,512,513,101,51813,512,12322
504,67,14,36,1,512,513,67,101,14,36,1,512,513,101,51813,512,13534
504,71,14,36,1,512,513,71,101,14,36,1,512,513,101,51813,512,14342
504,73,14,36,1,512,513,73,101,14,36,1,512,513,101,51813,512,14746
504,79,14,36,1,512,513,79,101,14,36,1,512,513,101,51813,512,15958
504,82,14,36,1,512,513,41,101,14,36,1,512,513,101,51813,512,16564
504,83,14,36,1,512,513,83,101,14,36,1,512,513,101,51813,512,16766
504,86,14,36,1,512,513,43,101,14,36,1,512,513,101,51813,512,17372
504,89,14,36,1,512,513,89,101,14,36,1,512,513,101,51813,512,17978
504,94,14,36,1,512,513,47,101,14,36,1,512,513,101,51813,512,18988
504,97,14,36,1,512,513,97,101,14,36,1,512,513,101,51813,512,19594
504,14,14,36,1,512,513,1,103,14,36,1,512,513,103,52839,512,2884
504,41,14,36,1,512,513,41,103,14,36,1,512,513,103,52839,512,8446
504,43,14,36,1,512,513,43,103,14,36,1,512,513,103,52839,512,8858
504,47,14,36,1,512,513,47,103,14,36,1,512,513,103,52839,512,9682
504,53,14,36,1,512,513,53,103,14,36,1,512,513,103,52839,512,10918
504,59,14,36,1,512,513,59,103,14,36,1,512,513,103,52839,512,12154
504,61,14,36,1,512,513,61,103,14,36,1,512,513,103,52839,512,12566
504,67,14,36,1,512,513,67,103,14,36,1,512,513,103,52839,512,13802
504,71,14,36,1,512,513,71,103,14,36,1,512,513,103,52839,512,14626
504,73,14,36,1,512,513,73,103,14,36,1,512,513,103,52839,512,15038
504,79,14,36,1,512,513,79,103,14,36,1,512,513,103,52839,512,16274
504,82,14,36,1,512,513,41,103,14,36,1,512,513,103,52839,512,16892
504,83,14,36,1,512,513,83,103,14,36,1,512,513,103,52839,512,17098
504,86,14,36,1,512,513,43,103,14,36,1,512,513,103,52839,512,17716
504,89,14,36,1,512,513,89,103,14,36,1,512,513,103,52839,512,18334
504,94,14,36,1,512,513,47,103,14,36,1,512,513,103,52839,512,19364
504,97,14,36,1,512,513,97,103,14,36,1,512,513,103,52839,512,19982
504,101,14,36,1,512,513,101,103,14,36,1,512,513,103,52839,512,20806
504,41,14,36,1,512,513,41,106,14,36,1,512,513,53,54378,512,8692
504,43,14,36,1,512,513,43,106,14,36,1,512,513,53,54378,512,9116
504,47,14,36,1,512,513,47,106,14,36,1,512,513,53,54378,512,9964
504,59,14,36,1,512,513,59,106,14,36,1,512,513,53,54378,512,12508
504,61,14,36,1,512,513,61,106,14,36,1,512,513,53,54378,512,12932
504,67,14,36,1,512,513,67,106,14,36,1,512,513,53,54378,512,14204
504,71,14,36,1,512,513,71,106,14,36,1,512,513,53,54378,512,15052
504,73,14,36,1,512,513,73,106,14,36,1,512,513,53,54378,512,15476
504,79,14,36,1,512,513,79,106,14,36,1,512,513,53,54378,512,16748
504,83,14,36,1,512,513,83,106,14,36,1,512,513,53,54378,512,17596
504,89,14,36,1,512,513,89,106,14,36,1,512,513,53,54378,512,18868
504,97,14,36,1,512,513,97,106,14,36,1,512,513,53,54378,512,20564
504,101,14,36,1,512,513,101,106,14,36,1,512,513,53,54378,512,21412
504,103,14,36,1,512,513,103,106,14,36,1,512,513,53,54378,512,21836
504,14,14,36,1,512,513,1,107,14,36,1,512,513,107,54891,512,2996
504,41,14,36,1,512,513,41,107,14,36,1,512,513,107,54891,512,8774
504,43,14,36,1,512,513,43,107,14,36,1,512,513,107,54891,512,9202
504,47,14,36,1,512,513,47,107,14,36,1,512,513,107,54891,512,10058
504,53,14,36,1,512,513,53,107,14,36,1,512,513,107,54891,512,11342
504,59,14,36,1,512,513,59,107,14,36,1,512,513,107,54891,512,12626
504,61,14,36,1,512,513,61,107,14,36,1,512,513,107,54891,512,13054
504,67,14,36,1,512,513,67,107,14,36,1,512,513,107,54891,512,14338
504,71,14,36,1,512,513,71,107,14,36,1,512,513,107,54891,512,15194
504,73,14,36,1,512,513,73,107,14,36,1,512,513,107,54891,512,15622
504,79,14,36,1,512,513,79,107,14,36,1,512,513,107,54891,512,16906
504,82,14,36,1,512,513,41,107,14,36,1,512,513,107,54891,512,17548
504,83,14,36,1,512,513,83,107,14,36,1,512,513,107,54891,512,17762
504,86,14,36,1,512,513,43,107,14,36,1,512,513,107,54891,512,18404
504,89,14,36,1,512,513,89,107,14,36,1,512,513,107,54891,512,19046
504,94,14,36,1,512,513,47,107,14,36,1,512,513,107,54891,512,20116
504,97,14,36,1,512,513,97,107,14,36,1,512,513,107,54891,512,20758
504,101,14,36,1,512,513,101,107,14,36,1,512,513,107,54891,512,21614
504,103,14,36,1,512,513,103,107,14,36,1,512,513,107,54891,512,22042
504,106,14,36,1,512,513,53,107,14,36,1,512,513,107,54891,512,22684
504,14,14,36,1,512,513,1,109,14,36,1,512,513,109,55917,512,3052
504,41,14,36,1,512,513,41,109,14,36,1,512,513,109,55917,512,8938
504,43,14,36,1,512,513,43,109,14,36,1,512,513,109,55917,512,9374
504,47,14,36,1,512,513,47,109,14,36,1,512,513,109,55917,512,10246
504,53,14,36,1,512,513,53,109,14,36,1,512,513,109,55917,512,11554
504,59,14,36,1,512,513,59,109,14,36,1,512,513,109,55917,512,12862
504,61,14,36,1,512,513,61,109,14,36,1,512,513,109,55917,512,13298
504,67,14,36,1,512,513,67,109,14,36,1,512,513,109,55917,512,14606
504,71,14,36,1,512,513,71,109,14,36,1,512,513,109,55917,512,15478
504,73,14,36,1,512,513,73,109,14,36,1,512,513,109,55917,512,15914
504,79,14,36,1,512,513,79,109,14,36,1,512,513,109,55917,512,17222
504,82,14,36,1,512,513,41,109,14,36,1,512,513,109,55917,512,17876
504,83,14,36,1,512,513,83,109,14,36,1,512,513,109,55917,512,18094
504,86,14,36,1,512,513,43,109,14,36,1,512,513,109,55917,512,18748
504,89,14,36,1,512,513,89,109,14,36,1,512,513,109,55917,512,19402
504,94,14,36,1,512,513,47,109,14,36,1,512,513,109,55917,512,20492
504,97,14,36,1,512,513,97,109,14,36,1,512,513,109,55917,512,21146
504,101,14,36,1,512,513,101,109,14,36,1,512,513,109,55917,512,22018
504,103,14,36,1,512,513,103,109,14,36,1,512,513,109,55917,512,22454
504,106,14,36,1,512,513,53,109,14,36,1,512,513,109,55917,512,23108
504,107,14,36,1,512,513,107,109,14,36,1,512,513,109,55917,512,23326
504,14,14,36,1,512,513,1,113,14,36,1,512,513,113,57969,512,3164
504,41,14,36,1,512,513,41,113,14,36,1,512,513,113,57969,512,9266
504,43,14,36,1,512,513,43,113,14,36,1,512,513,113,57969,512,9718
504,47,14,36,1,512,513,47,113,14,36,1,512,513,113,57969,512,10622
504,53,14,36,1,512,513,53,113,14,36,1,512,513,113,57969,512,11978
504,59,14,36,1,512,513,59,113,14,36,1,512,513,113,57969,512,13334
504,61,14,36,1,512,513,61,113,14,36,1,512,513,113,57969,512,13786
504,67,14,36,1,512,513,67,113,14,36,1,512,513,113,57969,512,15142
504,71,14,36,1,512,513,71,113,14,36,1,512,513,113,57969,512,16046
504,73,14,36,1,512,513,73,113,14,36,1,512,513,113,57969,512,16498
504,79,14,36,1,512,513,79,113,14,36,1,512,513,113,57969,512,17854
504,82,14,36,1,512,513,41,113,14,36,1,512,513,113,57969,512,18532
504,83,14,36,1,512,513,83,113,14,36,1,512,513,113,57969,512,18758
504,86,14,36,1,512,513,43,113,14,36,1,512,513,113,57969,512,19436
504,89,14,36,1,512,513,89,113,14,36,1,512,513,113,57969,512,20114
504,94,14,36,1,512,513,47,113,14,36,1,512,513,113,57969,512,21244
504,97,14,36,1,512,513,97,113,14,36,1,512,513,113,57969,512,21922
504,101,14,36,1,512,513,101,113,14,36,1,512,513,113,57969,512,22826
504,103,14,36,1,512,513,103,113,14,36,1,512,513,113,57969,512,23278
504,106,14,36,1,512,513,53,113,14,36,1,512,513,113,57969,512,23956
504,107,14,36,1,512,513,107,113,14,36,1,512,513,113,57969,512,24182
504,109,14,36,1,512,513,109,113,14,36,1,512,513,113,57969,512,24634
504,41,14,36,1,512,513,41,118,14,36,1,512,513,59,60534,512,9676
504,43,14,36,1,512,513,43,118,14,36,1,512,513,59,60534,512,10148
504,47,14,36,1,512,513,47,118,14,36,1,512,513,59,60534,512,11092
504,53,14,36,1,512,513,53,118,14,36,1,512,513,59,60534,512,12508
504,61,14,36,1,512,513,61,118,14,36,1,512,513,59,60534,512,14396
504,67,14,36,1,512,513,67,118,14,36,1,512,513,59,60534,512,15812
504,71,14,36,1,512,513,71,118,14,36,1,512,513,59,60534,512,16756
504,73,14,36,1,512,513,73,118,14,36,1,512,513,59,60534,512,17228
504,79,14,36,1,512,513,79,118,14,36,1,512,513,59,60534,512,18644
504,83,14,36,1,512,513,83,118,14,36,1,512,513,59,60534,512,19588
504,89,14,36,1,512,513,89,118,14,36,1,512,513,59,60534,512,21004
504,97,14,36,1,512,513,97,118,14,36,1,512,513,59,60534,512,22892
504,101,14,36,1,512,513,101,118,14,36,1,512,513,59,60534,512,23836
504,103,14,36,1,512,513,103,118,14,36,1,512,513,59,60534,512,24308
504,107,14,36,1,512,513,107,118,14,36,1,512,513,59,60534,512,25252
504,109,14,36,1,512,513,109,118,14,36,1,512,513,59,60534,512,25724
504,113,14,36,1,512,513,113,118,14,36,1,512,513,59,60534,512,26668
504,41,14,36,1,512,513,41,122,14,36,1,512,513,61,62586,512,10004
504,43,14,36,1,512,513,43,122,14,36,1,512,513,61,62586,512,10492
504,47,14,36,1,512,513,47,122,14,36,1,512,513,61,62586,512,11468
504,53,14,36,1,512,513,53,122,14,36,1,512,513,61,62586,512,12932
504,59,14,36,1,512,513,59,122,14,36,1,512,513,61,62586,512,14396
504,67,14,36,1,512,513,67,122,14,36,1,512,513,61,62586,512,16348
504,71,14,36,1,512,513,71,122,14,36,1,512,513,61,62586,512,17324
504,73,14,36,1,512,513,73,122,14,36,1,512,513,61,62586,512,17812
504,79,14,36,1,512,513,79,122,14,36,1,512,513,61,62586,512,19276
504,83,14,36,1,512,513,83,122,14,36,1,512,513,61,62586,512,20252
504,89,14,36,1,512,513,89,122,14,36,1,512,513,61,62586,512,21716
504,97,14,36,1,512,513,97,122,14,36,1,512,513,61,62586,512,23668
504,101,14,36,1,512,513,101,122,14,36,1,512,513,61,62586,512,24644
504,103,14,36,1,512,513,103,122,14,36,1,512,513,61,62586,512,25132
504,107,14,36,1,512,513,107,122,14,36,1,512,513,61,62586,512,26108
504,109,14,36,1,512,513,109,122,14,36,1,512,513,61,62586,512,26596
504,113,14,36,1,512,513,113,122,14,36,1,512,513,61,62586,512,27572
504,14,14,36,1,512,513,1,127,14,36,1,512,513,127,65151,512,3556
504,41,14,36,1,512,513,41,127,14,36,1,512,513,127,65151,512,10414
504,43,14,36,1,512,513,43,127,14,36,1,512,513,127,65151,512,10922
504,47,14,36,1,512,513,47,127,14,36,1,512,513,127,65151,512,11938
504,53,14,36,1,512,513,53,127,14,36,1,512,513,127,65151,512,13462
504,59,14,36,1,512,513,59,127,14,36,1,512,513,127,65151,512,14986
504,61,14,36,1,512,513,61,127,14,36,1,512,513,127,65151,512,15494
504,67,14,36,1,512,513,67,127,14,36,1,512,513,127,65151,512,17018
504,71,14,36,1,512,513,71,127,14,36,1,512,513,127,65151,512,18034
504,73,14,36,1,512,513,73,127,14,36,1,512,513,127,65151,512,18542
504,79,14,36,1,512,513,79,127,14,36,1,512,513,127,65151,512,20066
504,82,14,36,1,512,513,41,127,14,36,1,512,513,127,65151,512,20828
504,83,14,36,1,512,513,83,127,14,36,1,512,513,127,65151,512,21082
504,86,14,36,1,512,513,43,127,14,36,1,512,513,127,65151,512,21844
504,89,14,36,1,512,513,89,127,14,36,1,512,513,127,65151,512,22606
504,94,14,36,1,512,513,47,127,14,36,1,512,513,127,65151,512,23876
504,97,14,36,1,512,513,97,127,14,36,1,512,513,127,65151,512,24638
504,101,14,36,1,512,513,101,127,14,36,1,512,513,127,65151,512,25654
504,103,14,36,1,512,513,103,127,14,36,1,512,513,127,65151,512,26162
504,106,14,36,1,512,513,53,127,14,36,1,512,513,127,65151,512,26924
504,107,14,36,1,512,513,107,127,14,36,1,512,513,127,65151,512,27178
504,109,14,36,1,512,513,109,127,14,36,1,512,513,127,65151,512,27686
504,113,14,36,1,512,513,113,127,14,36,1,512,513,127,65151,512,28702
504,118,14,36,1,512,513,59,127,14,36,1,512,513,127,65151,512,29972
504,122,14,36,1,512,513,61,127,14,36,1,512,513,127,65151,512,30988
504,14,14,36,1,512,513,1,131,14,36,1,512,513,131,67203,512,3668
504,41,14,36,1,512,513,41,131,14,36,1,512,513,131,67203,512,10742
504,43,14,36,1,512,513,43,131,14,36,1,512,513,131,67203,512,11266
504,47,14,36,1,512,513,47,131,14,36,1,512,513,131,67203,512,12314
504,53,14,36,1,512,513,53,131,14,36,1,512,513,131,67203,512,13886
504,59,14,36,1,512,513,59,131,14,36,1,512,513,131,67203,512,15458
504,61,14,36,1,512,513,61,131,14,36,1,512,513,131,67203,512,15982
504,67,14,36,1,512,513,67,131,14,36,1,512,513,131,67203,512,17554
504,71,14,36,1,512,513,71,131,14,36,1,512,513,131,67203,512,18602
504,73,14,36,1,512,513,73,131,14,36,1,512,513,131,67203,512,19126
504,79,14,36,1,512,513,79,131,14,36,1,512,513,131,67203,512,20698
