r,a,b,n,s,c,d,m,D,k_lo,k_hi,radprod1,radprod2,support1,support2
1,1,156249,156250,25,1,156249,156250,3906250,1117,3968,19290,19290,3215,3215
7,112896,277729,390625,10,112896,277729,390625,3906250,399,1417,110670,110670,18445,18445
1,71875,190269,262144,15,71875,190269,262144,3932160,1873,4791,20010,20010,3335,3335
2,71875,190269,262144,15,71875,190269,262144,3932160,937,2395,20010,20010,3335,3335
1,1,180224,180225,22,1,180224,180225,3964950,1288,4554,29370,29370,4895,4895
7,1,180224,180225,22,1,180224,180225,3964950,184,650,29370,29370,4895,4895
1,1,137780,137781,29,1,137780,137781,3995649,985,3473,17430,17430,2905,2905
1,296875,371293,668168,6,296875,371293,668168,4009008,4773,16824,41990,41990,20995,20995
1,1,156249,156250,26,1,156249,156250,4062500,1117,3916,19290,19290,3215,3215
1,38307,371293,409600,10,38307,371293,409600,4096000,2926,3830,44070,44070,7345,7345
1,1,512000,512001,8,1,512000,512001,4096008,3658,12800,9030,9030,1505,1505
3,1,512000,512001,8,1,512000,512001,4096008,1220,4266,9030,9030,1505,1505
5,1,512000,512001,8,1,512000,512001,4096008,732,2560,9030,9030,1505,1505
1,1,688127,688128,6,1,688127,688128,4128768,4916,17157,21714,21714,3619,3619
1,71875,190269,262144,16,71875,190269,262144,4194304,1873,4492,20010,20010,3335,3335
1,1,1050624,1050625,4,1,1050624,1050625,4202500,7505,26041,23370,23370,3895,3895
1,177147,524288,701435,6,177147,524288,701435,4208610,5011,17378,85890,85890,14315,14315
7,131072,221875,352947,12,131072,221875,352947,4235364,361,1246,14910,14910,2485,2485
1,132651,588245,720896,6,132651,588245,720896,4325376,5150,17698,39270,39270,6545,6545
5,132651,588245,720896,6,132651,588245,720896,4325376,1030,3539,39270,39270,6545,6545
2,71875,190269,262144,17,71875,190269,262144,4456448,937,2113,20010,20010,3335,3335
3,1,180224,180225,25,1,180224,180225,4505625,430,1454,29370,29370,4895,4895
1,131072,1003833,1134905,4,131072,1003833,1134905,4539620,8107,27416,31110,31110,5185,5185
1,1,229375,229376,20,1,229375,229376,4587520,1639,5521,25690,25690,12845,12845
1,1,512000,512001,9,1,512000,512001,4608009,3658,12307,9030,9030,1505,1505
2,1,512000,512001,9,1,512000,512001,4608009,1829,6153,9030,9030,1505,1505
4,1,512000,512001,9,1,512000,512001,4608009,915,3076,9030,9030,1505,1505
1,158949,161051,320000,15,158949,161051,320000,4800000,2286,7588,66990,66990,11165,11165
4,1,123200,123201,39,1,123200,123201,4804839,221,730,30030,30030,5005,5005
1,1,688127,688128,7,1,688127,688128,4816896,4916,16298,21714,21714,3619,3619
1,1,229375,229376,21,1,229375,229376,4816896,1639,5432,25690,25690,12845,12845
3,1,688127,688128,7,1,688127,688128,4816896,1639,5432,21714,21714,3619,3619
4,1,688127,688128,7,1,688127,688128,4816896,1229,4074,21714,21714,3619,3619
5,1,688127,688128,7,1,688127,688128,4816896,984,3259,21714,21714,3619,3619
1,1,137780,137781,35,1,137780,137781,4822335,985,3262,17430,17430,2905,2905
3,1,137780,137781,35,1,137780,137781,4822335,329,1087,17430,17430,2905,2905
5,131072,221875,352947,14,131072,221875,352947,4941258,505,1657,14910,14910,2485,2485
11,131072,221875,352947,14,131072,221875,352947,4941258,230,753,14910,14910,2485,2485
1,1,71874,71875,69,1,71874,71875,4959375,514,1041,7590,7590,1265,1265
5,1,71874,71875,69,1,71874,71875,4959375,103,208,7590,7590,1265,1265
25,1,71874,71875,69,1,71874,71875,4959375,21,41,7590,7590,1265,1265
1,1,137780,137781,36,1,137780,137781,4960116,985,3231,17430,17430,2905,2905
4,117649,144495,262144,19,117649,144495,262144,4980736,469,1535,51870,51870,8645,8645
5,117649,144495,262144,19,117649,144495,262144,4980736,375,1228,51870,51870,8645,8645
1,1,71874,71875,70,1,71874,71875,5031250,514,1026,7590,7590,1265,1265
1,132651,588245,720896,7,132651,588245,720896,5046272,5150,16811,39270,39270,6545,6545
2,132651,588245,720896,7,132651,588245,720896,5046272,2575,8405,39270,39270,6545,6545
1,1,512000,512001,10,1,512000,512001,5120010,3658,11882,9030,9030,1505,1505
3,1,512000,512001,10,1,512000,512001,5120010,1220,3960,9030,9030,1505,1505
7,1,512000,512001,10,1,512000,512001,5120010,523,1697,9030,9030,1505,1505
3,177147,344605,521752,10,177147,344605,521752,5217520,1243,4010,94710,94710,15785,15785
3,1,137780,137781,38,1,137780,137781,5235678,329,1057,17430,17430,2905,2905
1,117649,144495,262144,20,117649,144495,262144,5242880,1873,5882,51870,51870,8645,8645
1,1,1050624,1050625,5,1,1050624,1050625,5253125,7505,24175,23370,23370,3895,3895
2,1,1050624,1050625,5,1,1050624,1050625,5253125,3753,12087,23370,23370,3895,3895
3,1,1050624,1050625,5,1,1050624,1050625,5253125,2502,8058,23370,23370,3895,3895
1,131072,221875,352947,15,131072,221875,352947,5294205,2522,8100,14910,14910,2485,2485
7,131072,221875,352947,15,131072,221875,352947,5294205,361,1157,14910,14910,2485,2485
1,714025,1057536,1771561,3,714025,1057536,1771561,5314683,12655,40606,72930,72930,12155,12155
5,1,71874,71875,74,1,71874,71875,5318750,103,194,7590,7590,1265,1265
2,107811,390625,498436,11,107811,390625,498436,5482796,1781,4900,116490,116490,19415,19415
1,1,688127,688128,8,1,688127,688128,5505024,4916,15588,21714,21714,3619,3619
1,71875,190269,262144,21,71875,190269,262144,5505024,1873,3422,20010,20010,3335,3335
1,83521,840000,923521,6,83521,840000,923521,5541126,6597,13920,110670,110670,18445,18445
1,1,512000,512001,11,1,512000,512001,5632011,3658,11510,9030,9030,1505,1505
1,131072,221875,352947,16,131072,221875,352947,5647152,2522,7927,14910,14910,2485,2485
1,131072,1003833,1134905,5,131072,1003833,1134905,5674525,8107,25451,31110,31110,5185,5185
2,131072,1003833,1134905,5,131072,1003833,1134905,5674525,4054,12725,31110,31110,5185,5185
4,131072,1003833,1134905,5,131072,1003833,1134905,5674525,2027,6362,31110,31110,5185,5185
2,1,336140,336141,17,1,336140,336141,5714397,1201,3760,46410,46410,7735,7735
2,177147,344605,521752,11,177147,344605,521752,5739272,1864,5828,94710,94710,15785,15785
5,177147,344605,521752,11,177147,344605,521752,5739272,746,2331,94710,94710,15785,15785
1,105625,336743,442368,13,105625,336743,442368,5750784,3160,8125,98670,98670,16445,16445
3,105625,336743,442368,13,105625,336743,442368,5750784,1054,2708,98670,98670,16445,16445
1,1,137780,137781,42,1,137780,137781,5786802,985,3069,17430,17430,2905,2905
1,941192,1011933,1953125,3,941192,1011933,1953125,5859375,13951,43335,84630,84630,14105,14105
1,1,137780,137781,43,1,137780,137781,5924583,985,3045,17430,17430,2905,2905
15,1,137780,137781,43,1,137780,137781,5924583,66,203,17430,17430,2905,2905
1,1,180224,180225,33,1,180224,180225,5947425,1288,3978,29370,29370,4895,4895
2,1,180224,180225,33,1,180224,180225,5947425,644,1989,29370,29370,4895,4895
5,1,180224,180225,33,1,180224,180225,5947425,258,795,29370,29370,4895,4895
1,107811,390625,498436,12,107811,390625,498436,5981232,3561,8984,116490,116490,19415,19415
1,1,180224,180225,34,1,180224,180225,6127650,1288,3939,29370,29370,4895,4895
1,1,512000,512001,12,1,512000,512001,6144012,3658,11181,9030,9030,1505,1505
5,1,512000,512001,12,1,512000,512001,6144012,732,2236,9030,9030,1505,1505
7,1,512000,512001,12,1,512000,512001,6144012,523,1597,9030,9030,1505,1505
1,1,688127,688128,9,1,688127,688128,6193152,4916,14988,21714,21714,3619,3619
2,1,688127,688128,9,1,688127,688128,6193152,2458,7494,21714,21714,3619,3619
1,1,1043199,1043200,6,1,1043199,1043200,6259200,7452,22642,259170,259170,43195,43195
1,177147,344605,521752,12,177147,344605,521752,6261024,3727,11323,94710,94710,15785,15785
1,1,1050624,1050625,6,1,1050624,1050625,6303750,7505,22749,23370,23370,3895,3895
2,1,180224,180225,35,1,180224,180225,6307875,644,1950,29370,29370,4895,4895
1,156250,1113879,1270129,5,156250,1113879,1270129,6350645,9073,27434,62790,62790,10465,10465
1,83521,840000,923521,7,83521,840000,923521,6464647,6597,11931,110670,110670,18445,18445
1,132651,588245,720896,9,132651,588245,720896,6488064,5150,14739,39270,39270,6545,6545
1,71875,190269,262144,25,71875,190269,262144,6553600,1873,2875,20010,20010,3335,3335
5,1,71874,71875,92,1,71874,71875,6612500,103,156,7590,7590,1265,1265
1,1,512000,512001,13,1,512000,512001,6656013,3658,10887,9030,9030,1505,1505
3,1,512000,512001,13,1,512000,512001,6656013,1220,3629,9030,9030,1505,1505
5,1,512000,512001,13,1,512000,512001,6656013,732,2177,9030,9030,1505,1505
6,1,512000,512001,13,1,512000,512001,6656013,610,1814,9030,9030,1505,1505
7,1,512000,512001,13,1,512000,512001,6656013,523,1555,9030,9030,1505,1505
1,296875,371293,668168,10,296875,371293,668168,6681680,4773,14190,41990,41990,20995,20995
1,1,71874,71875,93,1,71874,71875,6684375,514,772,7590,7590,1265,1265
1,158949,161051,320000,21,158949,161051,320000,6720000,2286,6782,66990,66990,11165,11165
5,158949,161051,320000,21,158949,161051,320000,6720000,458,1356,66990,66990,11165,11165
1,1,137780,137781,49,1,137780,137781,6751269,985,2811,17430,17430,2905,2905
25,1,71874,71875,94,1,71874,71875,6756250,21,30,7590,7590,1265,1265
1,131072,1003833,1134905,6,131072,1003833,1134905,6809430,8107,21845,31110,31110,5185,5185
5,131072,1003833,1134905,6,131072,1003833,1134905,6809430,1622,4369,31110,31110,5185,5185
