r,a,b,n,s,c,d,m,D,k_lo,k_hi,radprod1,radprod2,support1,support2
1,1244485,2097152,3341637,25,1244485,2097152,3341637,83540925,23869,30576,72930,72930,12155,12155
1,1,3499199,3499200,24,1,3499199,3499200,83980800,24995,31962,78870,78870,13145,13145
1,1,1050624,1050625,80,1,1050624,1050625,84050000,7505,9593,23370,23370,3895,3895
3,1,1050624,1050625,80,1,1050624,1050625,84050000,2502,3197,23370,23370,3895,3895
1,1327104,10706059,12033163,7,1327104,10706059,12033163,84232141,85952,109802,539994,539994,89999,89999
4,1327104,10706059,12033163,7,1327104,10706059,12033163,84232141,21488,27450,539994,539994,89999,89999
2,874577,2250423,3125000,27,874577,2250423,3125000,84375000,11161,14249,99330,99330,16555,16555
1,1,1050624,1050625,81,1,1050624,1050625,85100625,7505,9554,23370,23370,3895,3895
1,923521,4841280,5764801,15,923521,4841280,5764801,86472015,41178,52145,266910,266910,44485,44485
9,1244485,2097152,3341637,26,1244485,2097152,3341637,86882562,2653,3353,72930,72930,12155,12155
3,1,1050624,1050625,83,1,1050624,1050625,87201875,2502,3158,23370,23370,3895,3895
1,2476099,5451776,7927875,11,2476099,5451776,7927875,87206625,56628,71510,181830,181830,30305,30305
6,2476099,5451776,7927875,11,2476099,5451776,7927875,87206625,9438,11918,181830,181830,30305,30305
1,1,3499199,3499200,25,1,3499199,3499200,87480000,24995,31530,78870,78870,13145,13145
1,1127357,5688387,6815744,13,1127357,5688387,6815744,88604672,48684,61153,102102,102102,17017,17017
1,1,1050624,1050625,85,1,1050624,1050625,89303125,7505,9401,23370,23370,3895,3895
2,1,1050624,1050625,85,1,1050624,1050625,89303125,3753,4700,23370,23370,3895,3895
6,1,1050624,1050625,85,1,1050624,1050625,89303125,1251,1566,23370,23370,3895,3895
1,1244485,2097152,3341637,27,1244485,2097152,3341637,90224199,23869,29801,72930,72930,12155,12155
13,1244485,2097152,3341637,27,1244485,2097152,3341637,90224199,1837,2292,72930,72930,12155,12155
1,1,1050624,1050625,86,1,1050624,1050625,90353750,7505,9365,23370,23370,3895,3895
5,1,3499199,3499200,26,1,3499199,3499200,90979200,4999,6224,78870,78870,13145,13145
1,1244485,2097152,3341637,28,1244485,2097152,3341637,93565836,23869,29442,72930,72930,12155,12155
1,874577,2250423,3125000,30,874577,2250423,3125000,93750000,22322,27516,99330,99330,16555,16555
3,1896129,9834496,11730625,8,1896129,9834496,11730625,93845000,27931,34418,489090,489090,81515,81515
1,1,3499199,3499200,27,1,3499199,3499200,94478400,24995,30731,78870,78870,13145,13145
1,2476099,5451776,7927875,12,2476099,5451776,7927875,95134500,56628,69465,181830,181830,30305,30305
1,3906250,4782969,8689219,11,3906250,4782969,8689219,95581409,62066,76017,108570,108570,18095,18095
2,3906250,4782969,8689219,11,3906250,4782969,8689219,95581409,31033,38008,108570,108570,18095,18095
5,3906250,4782969,8689219,11,3906250,4782969,8689219,95581409,12414,15203,108570,108570,18095,18095
1,1,19140624,19140625,5,1,19140624,19140625,95703125,136719,167381,114870,114870,19145,19145
2,1,19140624,19140625,5,1,19140624,19140625,95703125,68360,83690,114870,114870,19145,19145
3,1,19140624,19140625,5,1,19140624,19140625,95703125,45573,55793,114870,114870,19145,19145
1,874577,2250423,3125000,31,874577,2250423,3125000,96875000,22322,27216,99330,99330,16555,16555
5,1244485,2097152,3341637,29,1244485,2097152,3341637,96907473,4774,5820,72930,72930,12155,12155
1,1953125,14299803,16252928,6,1953125,14299803,16252928,97517568,116093,141242,397110,397110,66185,66185
1,1,3499199,3499200,28,1,3499199,3499200,97977600,24995,30361,78870,78870,13145,13145
1,1244485,2097152,3341637,30,1244485,2097152,3341637,100249110,23869,28773,72930,72930,12155,12155
1,2476099,5451776,7927875,13,2476099,5451776,7927875,103062375,56628,67636,181830,181830,30305,30305
28,874577,2250423,3125000,33,874577,2250423,3125000,103125000,798,946,99330,99330,16555,16555
1,1244485,2097152,3341637,31,1244485,2097152,3341637,103590747,23869,28460,72930,72930,12155,12155
1,3906250,4782969,8689219,12,3906250,4782969,8689219,104270628,62066,73844,108570,108570,18095,18095
1,1,3499199,3499200,30,1,3499199,3499200,104976000,24995,29670,78870,78870,13145,13145
1,1,3499199,3499200,31,1,3499199,3499200,108475200,24995,29348,78870,78870,13145,13145
1,1244485,2097152,3341637,33,1244485,2097152,3341637,110274021,23869,27873,72930,72930,12155,12155
17,1244485,2097152,3341637,33,1244485,2097152,3341637,110274021,1405,1639,72930,72930,12155,12155
5,2476099,5451776,7927875,14,2476099,5451776,7927875,110990250,11326,13197,181830,181830,30305,30305
1,1244485,2097152,3341637,34,1244485,2097152,3341637,113615658,23869,27597,72930,72930,12155,12155
1,1953125,14299803,16252928,7,1953125,14299803,16252928,113770496,116093,134167,397110,397110,66185,66185
1,1,19140624,19140625,6,1,19140624,19140625,114843750,136719,157512,114870,114870,19145,19145
1,1,3499199,3499200,33,1,3499199,3499200,115473600,24995,28743,78870,78870,13145,13145
11,1244485,2097152,3341637,35,1244485,2097152,3341637,116957295,2170,2484,72930,72930,12155,12155
1,2476099,5451776,7927875,15,2476099,5451776,7927875,118918125,56628,64486,181830,181830,30305,30305
1,1,3499199,3499200,34,1,3499199,3499200,118972800,24995,28458,78870,78870,13145,13145
1,1244485,2097152,3341637,36,1244485,2097152,3341637,120298932,23869,27076,72930,72930,12155,12155
1,1244485,2097152,3341637,37,1244485,2097152,3341637,123640569,23869,26830,72930,72930,12155,12155
1,1,3499199,3499200,36,1,3499199,3499200,125971200,24995,27921,78870,78870,13145,13145
5,1,3499199,3499200,36,1,3499199,3499200,125971200,4999,5584,78870,78870,13145,13145
11,1,3499199,3499200,36,1,3499199,3499200,125971200,2273,2538,78870,78870,13145,13145
1,2476099,5451776,7927875,16,2476099,5451776,7927875,126846000,56628,63113,181830,181830,30305,30305
1,1,3499199,3499200,37,1,3499199,3499200,129470400,24995,27667,78870,78870,13145,13145
1,1244485,2097152,3341637,39,1244485,2097152,3341637,130323843,23869,26363,72930,72930,12155,12155
5,1244485,2097152,3341637,39,1244485,2097152,3341637,130323843,4774,5272,72930,72930,12155,12155
4,3906250,4782969,8689219,15,3906250,4782969,8689219,130338285,15517,17137,108570,108570,18095,18095
1,1244485,2097152,3341637,40,1244485,2097152,3341637,133665480,23869,26142,72930,72930,12155,12155
13,1244485,2097152,3341637,40,1244485,2097152,3341637,133665480,1837,2010,72930,72930,12155,12155
1,1,19140624,19140625,7,1,19140624,19140625,133984375,136719,149622,114870,114870,19145,19145
2,1,19140624,19140625,7,1,19140624,19140625,133984375,68360,74811,114870,114870,19145,19145
1,1953125,10367643,12320768,11,1953125,10367643,12320768,135528448,88006,95944,201630,201630,33605,33605
5,1953125,10367643,12320768,11,1953125,10367643,12320768,135528448,17602,19188,201630,201630,33605,33605
1,1,3499199,3499200,39,1,3499199,3499200,136468800,24995,27186,78870,78870,13145,13145
1,1,3499199,3499200,40,1,3499199,3499200,139968000,24995,26957,78870,78870,13145,13145
1,1244485,2097152,3341637,42,1244485,2097152,3341637,140348754,23869,25720,72930,72930,12155,12155
1,2476099,5451776,7927875,18,2476099,5451776,7927875,142701750,56628,60683,181830,181830,30305,30305
5,1,3499199,3499200,41,1,3499199,3499200,143467200,4999,5347,78870,78870,13145,13145
1,1244485,2097152,3341637,43,1244485,2097152,3341637,143690391,23869,25519,72930,72930,12155,12155
1,1,3499199,3499200,42,1,3499199,3499200,146966400,24995,26523,78870,78870,13145,13145
5,1244485,2097152,3341637,44,1244485,2097152,3341637,147032028,4774,5064,72930,72930,12155,12155
1,1953125,10367643,12320768,12,1953125,10367643,12320768,147849216,88006,93201,201630,201630,33605,33605
1,1244485,2097152,3341637,45,1244485,2097152,3341637,150373665,23869,25135,72930,72930,12155,12155
1,1,3499199,3499200,43,1,3499199,3499200,150465600,24995,26315,78870,78870,13145,13145
1,1244485,2097152,3341637,46,1244485,2097152,3341637,153715302,23869,24952,72930,72930,12155,12155
3,1953125,10367643,12320768,13,1953125,10367643,12320768,160169984,29336,30249,201630,201630,33605,33605
1,1244485,2097152,3341637,48,1244485,2097152,3341637,160398576,23869,24600,72930,72930,12155,12155
1,1244485,2097152,3341637,49,1244485,2097152,3341637,163740213,23869,24432,72930,72930,12155,12155
